title,title_type,genre,runtime,mpaa_rating,studio,thtr_rel_year,thtr_rel_month,thtr_rel_day,thtr_rel_season,dvd_rel_year,dvd_rel_month,dvd_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,audience_count
John Wick,Feature Film,Action & Adventure,101,Not Family-Friendly,LionsGate Entertainment,2014,10,24,Other,2016,6,7,7.4,553527,Certified Fresh,87,Upright,81,83615
